证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
600497.SH,驰宏锌锗,铅锌,,,
600699.SH,均胜电子,汽车电子电气系统,,,
600515.SH,海南机场,住宅开发,,,
603920.SH,世运电路,印制电路板,,,
000987.SZ,越秀资本,金融控股,,,
600885.SH,宏发股份,电网自动化设备,,,
002432.SZ,九安医疗,体外诊断,,,
300432.SZ,富临精工,电池化学品,,,
603083.SH,剑桥科技,通信终端及配件,,,
601555.SH,东吴证券,证券Ⅲ,,,
688048.SH,长光华芯,分立器件,,,
002340.SZ,格林美,电池化学品,,,
601198.SH,东兴证券,证券Ⅲ,,,
600588.SH,用友网络,横向通用软件,,,
002517.SZ,恺英网络,游戏Ⅲ,,,
002409.SZ,雅克科技,半导体材料,,,
688411.SH,海博思创,其他电源设备Ⅲ,,,
603699.SH,纽威股份,金属制品,,,
600839.SH,四川长虹,彩电,,,
600685.SH,中船防务,航海装备Ⅲ,,,
301236.SZ,软通动力,IT服务Ⅲ,,,
603606.SH,东方电缆,线缆部件及其他,,,
688180.SH,君实生物-U,其他生物制品,,,
002185.SZ,华天科技,集成电路封测,,,
600141.SH,兴发集团,磷肥及磷化工,,,
000729.SZ,燕京啤酒,啤酒,,,
300456.SZ,赛微电子,集成电路制造,,,
601866.SH,中远海发,航运,,,
600901.SH,江苏金租,租赁,,,
301550.SZ,斯菱智驱,底盘与发动机系统,,,
300413.SZ,芒果超媒,视频媒体,,,
600745.SH,闻泰科技,分立器件,,,
688188.SH,柏楚电子,其他计算机设备,,,
601699.SH,潞安环能,焦煤,,,
688676.SH,金盘科技,输变电设备,,,
603156.SH,养元饮品,软饮料,,,
300677.SZ,英科医疗,医疗耗材,,,
002624.SZ,完美世界,游戏Ⅲ,,,
600863.SH,华能蒙电,火力发电,,,
603175.SH,超颖电子,印制电路板,,,
601880.SH,辽港股份,港口,,,
688200.SH,华峰测控,半导体设备,,,
000783.SZ,长江证券,证券Ⅲ,,,
688205.SH,德科立,通信网络设备及器件,,,
603979.SH,金诚信,铜,,,
002222.SZ,福晶科技,光学元件,,,
002378.SZ,章源钨业,钨,,,
600663.SH,陆家嘴,商业地产,,,
603379.SH,三美股份,氟化工,,,
603737.SH,三棵树,涂料,,,
300255.SZ,常山药业,化学制剂,,,
603129.SH,春风动力,摩托车,,,
603087.SH,甘李药业,其他生物制品,,,
002252.SZ,上海莱士,血液制品,,,
601577.SH,长沙银行,城商行Ⅲ,,,
600726.SH,华电能源,火力发电,,,
600085.SH,同仁堂,中药Ⅲ,,,
603459.SH,C红板,印制电路板,,,
002756.SZ,永兴材料,锂,,,
002126.SZ,银轮股份,底盘与发动机系统,,,
002271.SZ,东方雨虹,防水材料,,,
601108.SH,财通证券,证券Ⅲ,,,
600157.SH,永泰能源,焦煤,,,
688213.SH,思特威-W,数字芯片设计,,,
300972.SZ,万辰集团,超市,,,
000876.SZ,新希望,生猪养殖,,,
002436.SZ,兴森科技,印制电路板,,,
300122.SZ,智飞生物,疫苗,,,
600332.SH,白云山,中药Ⅲ,,,
002465.SZ,海格通信,军工电子Ⅲ,,,
688599.SH,天合光能,光伏电池组件,,,
601615.SH,明阳智能,风电整机,,,
300567.SZ,精测电子,仪器仪表,,,
002966.SZ,苏州银行,城商行Ⅲ,,,
300724.SZ,捷佳伟创,光伏加工设备,,,
601162.SH,天风证券,证券Ⅲ,,,
002444.SZ,巨星科技,其他通用设备,,,
000983.SZ,山西焦煤,焦煤,,,
688017.SH,绿的谐波,机器人,,,
688781.SH,视涯科技-UW,面板,,,
601126.SH,四方股份,电网自动化设备,,,
002032.SZ,苏泊尔,厨房小家电,,,
300487.SZ,蓝晓科技,合成树脂,,,
300832.SZ,新产业,体外诊断,,,
601963.SH,重庆银行,城商行Ⅲ,,,
688778.SH,厦钨新能,电池化学品,,,
688617.SH,惠泰医疗,医疗耗材,,,
600956.SH,新天绿能,风力发电,,,
002428.SZ,云南锗业,其他小金属,,,
000959.SZ,首钢股份,板材,,,
601567.SH,三星医疗,配电设备,,,
300763.SZ,锦浪科技,逆变器,,,
600985.SH,淮北矿业,焦煤,,,
600517.SH,国网英大,信托,,,
688037.SH,芯源微,半导体设备,,,
600777.SH,*ST新潮,油气开采Ⅲ,,,
601717.SH,中创智领,能源及重型设备,,,
688766.SH,普冉股份,数字芯片设计,,,
601799.SH,星宇股份,车身附件及饰件,,,
002939.SZ,长城证券,证券Ⅲ,,,
601665.SH,齐鲁银行,城商行Ⅲ,,,
601236.SH,红塔证券,证券Ⅲ,,,
002240.SZ,盛新锂能,锂,,,
301217.SZ,铜冠铜箔,锂电池,,,
002025.SZ,航天电器,军工电子Ⅲ,,,
600298.SH,安琪酵母,调味发酵品Ⅲ,,,
000423.SZ,东阿阿胶,中药Ⅲ,,,
600869.SH,远东股份,线缆部件及其他,,,
603486.SH,科沃斯,清洁小家电,,,
688167.SH,炬光科技,分立器件,,,
002831.SZ,裕同科技,纸包装,,,
002459.SZ,晶澳科技,光伏电池组件,,,
688065.SH,凯赛生物,其他化学制品,,,
600282.SH,南钢股份,板材,,,
300672.SZ,国科微,数字芯片设计,,,
000661.SZ,长春高新,其他生物制品,,,
002203.SZ,海亮股份,铜,,,
600578.SH,京能电力,火力发电,,,
000932.SZ,华菱钢铁,板材,,,
000877.SZ,天山股份,水泥制造,,,
300896.SZ,爱美客,医美耗材,,,
600177.SH,雅戈尔,非运动服装,,,
002129.SZ,TCL中环,硅料硅片,,,
600536.SH,中国软件,IT服务Ⅲ,,,
002716.SZ,湖南白银,白银,,,
002130.SZ,沃尔核材,其他电子Ⅲ,,,
001267.SZ,汇绿生态,园林工程,,,
688728.SH,格科微,数字芯片设计,,,
688099.SH,晶晨股份,数字芯片设计,,,
601208.SH,东材科技,膜材料,,,
601696.SH,中银证券,证券Ⅲ,,,
000564.SZ,供销大集,百货,,,
600595.SH,中孚实业,铝,,,
601933.SH,永辉超市,超市,,,
000800.SZ,一汽解放,商用载货车,,,
603298.SH,杭叉集团,工程机械整机,,,
603179.SH,新泉股份,汽车电子电气系统,,,
600602.SH,云赛智联,垂直应用软件,,,
000728.SZ,国元证券,证券Ⅲ,,,
601112.SH,振石股份,玻纤制造,,,
920185.BJ,贝特瑞,电池化学品,,,
300346.SZ,南大光电,电子化学品Ⅲ,,,
000683.SZ,博源化工,纯碱,,,
002407.SZ,多氟多,氟化工,,,
600301.SH,华锡有色,其他小金属,,,
300870.SZ,欧陆通,其他电源设备Ⅲ,,,
600486.SH,扬农化工,农药,,,
600499.SH,科达制造,其他专用设备,,,
600348.SH,华阳股份,焦煤,,,
603345.SH,安井食品,预加工食品,,,
601399.SH,国机重装,能源及重型设备,,,
689009.SH,九号公司-WD,其他运输设备,,,
603369.SH,今世缘,白酒Ⅲ,,,
688297.SH,中无人机,航空装备Ⅲ,,,
002223.SZ,鱼跃医疗,医疗设备,,,
000883.SZ,湖北能源,电能综合服务,,,
601069.SH,西部黄金,黄金,,,
688630.SH,芯碁微装,其他专用设备,,,
301205.SZ,联特科技,通信网络设备及器件,,,
002797.SZ,第一创业,证券Ⅲ,,,
000830.SZ,鲁西化工,煤化工,,,
600259.SH,中稀有色,稀土,,,
600126.SH,杭钢股份,板材,,,
688819.SH,天能股份,蓄电池及其他电池,,,
600637.SH,东方明珠,电视广播Ⅲ,,,
601865.SH,福莱特,光伏辅材,,,
002673.SZ,西部证券,证券Ⅲ,,,
603306.SH,华懋科技,车身附件及饰件,,,
688548.SH,广钢气体,电子化学品Ⅲ,,,
603833.SH,欧派家居,定制家居,,,
601990.SH,南京证券,证券Ⅲ,,,
603160.SH,汇顶科技,模拟芯片设计,,,
300953.SZ,震裕科技,锂电池,,,
603650.SH,彤程新材,橡胶助剂,,,
300285.SZ,国瓷材料,电子化学品Ⅲ,,,
300339.SZ,润和软件,IT服务Ⅲ,,,
688538.SH,和辉光电-U,面板,,,
688270.SH,臻镭科技,模拟芯片设计,,,
000155.SZ,川能动力,风力发电,,,
600329.SH,达仁堂,中药Ⅲ,,,
688248.SH,南网科技,电网自动化设备,,,
000027.SZ,深圳能源,火力发电,,,
600808.SH,马钢股份,板材,,,
688519.SH,南亚新材,印制电路板,,,
600884.SH,杉杉股份,电池化学品,,,
002472.SZ,双环传动,底盘与发动机系统,,,
300383.SZ,光环新网,通信应用增值服务,,,
600398.SH,海澜之家,非运动服装,,,
601155.SH,新城控股,商业地产,,,
600925.SH,苏能股份,动力煤,,,
600562.SH,国睿科技,军工电子Ⅲ,,,
301396.SZ,宏景科技,IT服务Ⅲ,,,
688322.SH,奥比中光-UW,光学元件,,,
000629.SZ,钒钛股份,冶钢辅料,,,
002318.SZ,久立特材,特钢Ⅲ,,,
600109.SH,国金证券,证券Ⅲ,,,
688433.SH,华曙高科,其他通用设备,,,
600688.SH,上海石化,炼油化工,,,
605589.SH,圣泉集团,合成树脂,,,
600873.SH,梅花生物,食品及饲料添加剂,,,
688147.SH,微导纳米,光伏加工设备,,,
300474.SZ,景嘉微,军工电子Ⅲ,,,
301626.SZ,苏州天脉,消费电子零部件及组装,,,
600737.SH,中粮糖业,其他农产品加工,,,
000921.SZ,海信家电,空调,,,
002244.SZ,滨江集团,住宅开发,,,
688146.SH,中船特气,半导体材料,,,
000513.SZ,丽珠集团,化学制剂,,,
600732.SH,爱旭股份,光伏电池组件,,,
002608.SZ,江苏国信,火力发电,,,
603766.SH,隆鑫通用,摩托车,,,
300257.SZ,开山股份,其他通用设备,,,
301536.SZ,星宸科技,数字芯片设计,,,
000062.SZ,深圳华强,其他电子Ⅲ,,,
002335.SZ,科华数据,其他电源设备Ⅲ,,,
600079.SH,ST人福,化学制剂,,,
002456.SZ,欧菲光,光学元件,,,
301606.SZ,绿联科技,品牌消费电子,,,
688220.SH,翱捷科技-U,模拟芯片设计,,,
300001.SZ,特锐德,输变电设备,,,
603516.SH,淳中科技,其他计算机设备,,,
000967.SZ,盈峰环境,环保设备Ⅲ,,,
002056.SZ,横店东磁,光伏电池组件,,,
688343.SH,云天励飞-U,IT服务Ⅲ,,,
600410.SH,华胜天成,IT服务Ⅲ,,,
300073.SZ,当升科技,电池化学品,,,
603225.SH,新凤鸣,涤纶,,,
300003.SZ,乐普医疗,医疗耗材,,,
002948.SZ,青岛银行,城商行Ⅲ,,,
600583.SH,海油工程,油气及炼化工程,,,
600862.SH,中航高科,航空装备Ⅲ,,,
688409.SH,富创精密,半导体设备,,,
688169.SH,石头科技,清洁小家电,,,
600754.SH,锦江酒店,酒店,,,
600060.SH,海信视像,彩电,,,
002085.SZ,万丰奥威,轮胎轮毂,,,
600161.SH,天坛生物,血液制品,,,
300570.SZ,太辰光,通信网络设备及器件,,,
600598.SH,北大荒,粮食种植,,,
601118.SH,海南橡胶,其他种植业,,,
601106.SH,中国一重,能源及重型设备,,,
000951.SZ,中国重汽,商用载货车,,,
600970.SH,中材国际,国际工程,,,
002402.SZ,和而泰,消费电子零部件及组装,,,
002683.SZ,广东宏大,民爆制品,,,
003022.SZ,联泓新科,光伏辅材,,,
688349.SH,三一重能,风电整机,,,
002152.SZ,广电运通,其他计算机设备,,,
300102.SZ,乾照光电,LED,,,
300458.SZ,全志科技,数字芯片设计,,,
601606.SH,长城军工,地面兵装Ⅲ,,,
002430.SZ,杭氧股份,其他化学制品,,,
000400.SZ,许继电气,电网自动化设备,,,
300699.SZ,光威复材,航空装备Ⅲ,,,
688141.SH,杰华特,模拟芯片设计,,,
600483.SH,福能股份,电能综合服务,,,
000539.SZ,粤电力A,火力发电,,,
002157.SZ,正邦科技,生猪养殖,,,
688097.SH,博众精工,其他自动化设备,,,
301511.SZ,德福科技,锂电池,,,
000603.SZ,盛达资源,铅锌,,,
601608.SH,中信重工,能源及重型设备,,,
688709.SH,成都华微,数字芯片设计,,,
300277.SZ,汽轮科技,IT服务Ⅲ,,,
002545.SZ,东方铁塔,钾肥,,,
002015.SZ,协鑫能科,热力服务,,,
003035.SZ,南网能源,电能综合服务,,,
603198.SH,迎驾贡酒,白酒Ⅲ,,,
603588.SH,高能环境,固废治理,,,
605090.SH,九丰能源,燃气Ⅲ,,,
603881.SH,数据港,通信应用增值服务,,,
600550.SH,保变电气,输变电设备,,,
600312.SH,平高电气,输变电设备,,,
688608.SH,恒玄科技,数字芯片设计,,,
600909.SH,华安证券,证券Ⅲ,,,
000060.SZ,中金岭南,铅锌,,,
601000.SH,唐山港,港口,,,
688318.SH,财富趋势,垂直应用软件,,,
002670.SZ,国盛证券,证券Ⅲ,,,
000158.SZ,常山北明,IT服务Ⅲ,,,
301018.SZ,申菱环境,制冷空调设备,,,
603127.SH,昭衍新药,医疗研发外包,,,
000415.SZ,渤海租赁,租赁,,,
000738.SZ,航发控制,航空装备Ⅲ,,,
600369.SH,西南证券,证券Ⅲ,,,
605376.SH,博迁新材,镍,,,
002603.SZ,以岭药业,中药Ⅲ,,,
603596.SH,伯特利,底盘与发动机系统,,,
300496.SZ,中科创达,IT服务Ⅲ,,,
601156.SH,东航物流,跨境物流,,,
002518.SZ,科士达,其他电源设备Ⅲ,,,
600038.SH,中直股份,航空装备Ⅲ,,,
603939.SH,益丰药房,线下药店,,,
600320.SH,振华重工,能源及重型设备,,,
688127.SH,蓝特光学,光学元件,,,
002138.SZ,顺络电子,被动元件,,,
603816.SH,顾家家居,成品家居,,,
600208.SH,衢州发展,住宅开发,,,
603885.SH,吉祥航空,航空运输,,,
600704.SH,物产中大,原材料供应链服务,,,
002636.SZ,金安国纪,印制电路板,,,
600563.SH,法拉电子,被动元件,,,
601001.SH,晋控煤业,动力煤,,,
002969.SZ,嘉美包装,金属包装,,,
603067.SH,振华股份,无机盐,,,
603119.SH,浙江荣泰,其他汽车零部件,,,
600132.SH,重庆啤酒,啤酒,,,
000582.SZ,北部湾港,港口,,,
002007.SZ,华兰生物,疫苗,,,
300438.SZ,鹏辉能源,锂电池,,,
002497.SZ,雅化集团,民爆制品,,,
603092.SH,德力佳,风电零部件,,,
600100.SH,同方股份,其他计算机设备,,,
600575.SH,淮河能源,动力煤,,,
000429.SZ,粤高速A,高速公路,,,
600577.SH,精达股份,线缆部件及其他,,,
600998.SH,九州通,医药流通,,,
688563.SH,航材股份,航空装备Ⅲ,,,
688692.SH,达梦数据,垂直应用软件,,,
688102.SH,斯瑞新材,其他金属新材料,,,
688425.SH,铁建重工,工程机械整机,,,
600316.SH,洪都航空,航空装备Ⅲ,,,
603077.SH,和邦生物,磷肥及磷化工,,,
600095.SH,湘财股份,证券Ⅲ,,,
601016.SH,节能风电,风力发电,,,
688278.SH,特宝生物,其他生物制品,,,
002484.SZ,江海股份,被动元件,,,
300627.SZ,华测导航,通信终端及配件,,,
002153.SZ,石基信息,垂直应用软件,,,
002065.SZ,东华软件,IT服务Ⅲ,,,
688025.SH,杰普特,激光设备,,,
003021.SZ,兆威机电,电机Ⅲ,,,
000737.SZ,北方铜业,铜,,,
600428.SH,中远海特,航运,,,
688266.SH,泽璟制药-U,化学制剂,,,
002773.SZ,康弘药业,其他生物制品,,,
603444.SH,吉比特,游戏Ⅲ,,,
920045.BJ,蘅东光,通信网络设备及器件,,,
688192.SH,迪哲医药-U,化学制剂,,,
002506.SZ,协鑫集成,光伏电池组件,,,
002498.SZ,汉缆股份,线缆部件及其他,,,
600977.SH,中国电影,影视动漫制作,,,
300236.SZ,上海新阳,电子化学品Ⅲ,,,
300085.SZ,银之杰,垂直应用软件,,,
603530.SH,神马电力,线缆部件及其他,,,
301297.SZ,富乐德,半导体设备,,,
688372.SH,伟测科技,集成电路封测,,,
601228.SH,广州港,港口,,,
688333.SH,铂力特,其他通用设备,,,
688536.SH,思瑞浦,模拟芯片设计,,,
000733.SZ,振华科技,军工电子Ⅲ,,,
601099.SH,太平洋,证券Ⅲ,,,
600012.SH,皖通高速,高速公路,,,
000825.SZ,太钢不锈,特钢Ⅲ,,,
600153.SH,建发股份,原材料供应链服务,,,
000034.SZ,神州数码,IT服务Ⅲ,,,
688582.SH,芯动联科,模拟芯片设计,,,
605196.SH,华通线缆,线缆部件及其他,,,
603338.SH,浙江鼎力,工程机械整机,,,
600765.SH,中航重机,航空装备Ⅲ,,,
688627.SH,精智达,仪器仪表,,,
300012.SZ,华测检测,检测服务,,,
600339.SH,中油工程,油气及炼化工程,,,
001270.SZ,*ST铖昌,军工电子Ⅲ,,,
002270.SZ,华明装备,输变电设备,,,
600098.SH,广州发展,火力发电,,,
002046.SZ,国机精工,磨具磨料,,,
603529.SH,爱玛科技,其他运输设备,,,
601928.SH,凤凰传媒,教育出版,,,
688052.SH,纳芯微,模拟芯片设计,,,
002792.SZ,通宇通讯,通信网络设备及器件,,,
600816.SH,建元信托,信托,,,
603667.SH,五洲新春,金属制品,,,
603688.SH,石英股份,非金属材料Ⅲ,,,
600967.SH,内蒙一机,地面兵装Ⅲ,,,
688523.SH,航天环宇,航天装备Ⅲ,,,
688018.SH,乐鑫科技,数字芯片设计,,,
600166.SH,福田汽车,商用载货车,,,
600388.SH,龙净环保,环保设备Ⅲ,,,
688615.SH,合合信息,垂直应用软件,,,
688208.SH,道通科技,其他计算机设备,,,
600848.SH,上海临港,产业地产,,,
600170.SH,上海建工,房屋建设Ⅲ,,,
600518.SH,康美药业,中药Ⅲ,,,
600330.SH,天通股份,电子化学品Ⅲ,,,
000750.SZ,国海证券,证券Ⅲ,,,
301345.SZ,涛涛车业,摩托车,,,
000709.SZ,河钢股份,板材,,,
001221.SZ,悍高集团,其他家居用品,,,
002895.SZ,川恒股份,磷肥及磷化工,,,
000887.SZ,中鼎股份,其他汽车零部件,,,
600323.SH,瀚蓝环境,固废治理,,,
603728.SH,鸣志电器,电机Ⅲ,,,
000088.SZ,盐田港,港口,,,
000962.SZ,东方钽业,其他小金属,,,
600548.SH,深高速,高速公路,,,
600390.SH,五矿资本,金融控股,,,
603290.SH,斯达半导,分立器件,,,
603565.SH,中谷物流,航运,,,
002468.SZ,申通快递,快递,,,
002423.SZ,中粮资本,金融控股,,,
603899.SH,晨光股份,文化用品,,,
603605.SH,珀莱雅,品牌化妆品,,,
605358.SH,立昂微,半导体材料,,,
600566.SH,济川药业,中药Ⅲ,,,
002180.SZ,纳思达,其他计算机设备,,,
688726.SH,拉普拉斯,光伏加工设备,,,
600521.SH,华海药业,化学制剂,,,
600582.SH,天地科技,能源及重型设备,,,
300623.SZ,捷捷微电,分立器件,,,
600057.SH,厦门象屿,原材料供应链服务,,,
002865.SZ,钧达股份,光伏电池组件,,,
000519.SZ,中兵红箭,地面兵装Ⅲ,,,
300811.SZ,铂科新材,磁性材料,,,
000791.SZ,甘肃能源,水力发电,,,
601975.SH,招商南油,航运,,,
301301.SZ,川宁生物,原料药,,,
601128.SH,常熟银行,农商行Ⅲ,,,
000875.SZ,电投绿能,电能综合服务,,,
002841.SZ,视源股份,品牌消费电子,,,
301035.SZ,润丰股份,农药,,,
